obs	hh_code	round	year	state	age	edu	off_incUS	hhexpend_pc	hhsize_ae	area_ha	cotarea_ha	bt	bt_ha	kcal_tot	kcal_nutr
545	152	4	2008	2	56	15	1768.444	509.8855	4.8	8.9034	3.2376	1	3.2376	2740	576.2552
546	153	1	2002	2	48	10	1127.383	182.6426	5.2	11.7363	4.047	0	0	3147	552.0635
547	153	2	2004	2	50	10	663.1666	360.7458	4.6	8.094	3.6423	0	0	2577	361.5049
548	153	3	2006	2	52	10	1326.333	260.5502	5	12.141	6.0705	1	6.0705	3228	415.9517
549	153	4	2008	2	54	10	1105.278	686.0115	3.4	12.141	4.047	1	4.047	3337	596.7968
550	154	1	2002	2	34	15	552.6389	110.9889	4.2	2.4282	1.2141	0	0	2941	537.5892
551	155	1	2002	2	46	12	644.7453	130.724	6	18.2115	1.6188	0	0	3350	561.6461
552	155	2	2004	2	48	12	0	175.8375	2.8	8.9034	3.2376	0	0	2795	361.9063
553	155	3	2006	2	50	12	0	212.6018	3.6	16.188	1.6188	1	0.8094	4279	747.0003
554	156	1	2002	2	60	3	0	195.2975	2.7	8.094	2.4282	0	0	3449	539.3274
555	156	2	2004	2	62	3	0	292.6785	4.1	6.0705	2.0235	0	0	3040	303.8489
556	156	3	2006	2	64	3	0	236.444	5.2	8.094	3.2376	1	3.2376	2722	410.1458
557	156	4	2008	2	66	3	2210.555	700.6769	5.8	10.1175	2.8329	1	2.8329	4649	625.9717
558	157	1	2002	2	35	2	0	291.7952	3.6	8.9034	2.4282	0	0	3318	564.7615
559	157	2	2004	2	37	2	0	243.444	7.4	8.094	2.8329	0	0	3232	464.1366
560	157	4	2008	2	41	2	2210.555	482.7164	7.9	8.094	1.6188	1	1.6188	3045	391.7796
561	158	1	2002	2	70	4	110.5278	212.105	3.8	4.047	1.6188	0	0	3331	786.2722
562	158	4	2008	2	76	4	92.10648	206.731	4.6	0	2.4282	0	0	2808	312.6028
563	159	1	2002	2	35	5	736.8518	166.4341	3.3	6.0705	0.8094	0	0	3190	90.60606
564	159	2	2004	2	37	5	0	181.4006	6	6.0705	1.6188	0	0	2581	501.5325
565	159	3	2006	2	39	5	1547.389	210.0692	6.5	10.1175	2.0235	1	2.0235	3158	600.6438
566	159	4	2008	2	41	5	2763.194	982.8361	4.8	10.1175	2.0235	1	2.0235	4029	867.7795
567	160	1	2002	2	68	0	1326.333	351.0381	9.1	7.08225	4.4517	0	0	3828	498.7834
568	160	2	2004	2	70	0	663.1666	331.3	6.5	13.3551	4.047	0	0	2968	223.275
569	161	1	2002	2	53	1	110.5278	386.5408	7	44.517	6.0705	1	1.6188	4456	681.9399
570	161	2	2004	2	55	1	0	346.2938	3.6	8.094	1.2141	0	0	2844	215.2161
571	161	3	2006	2	57	1	0	660.4722	4.2	8.094	2.0235	1	2.0235	3991	642.5673
572	161	4	2008	2	59	1	736.8518	1050.075	6.8	14.1645	4.047	1	4.047	4225	462.3128
573	162	1	2002	2	42	16	7736.944	668.691	3.2	36.423	5.6658	1	2.4282	4140	390.2841
574	162	2	2004	2	44	16	644.7453	940.2456	10.9	46.9452	366.2535	0	0	2905	449.3144
575	162	3	2006	2	46	16	1105.278	1141.983	14.3	35.2089	1.6188	1	1.6188	3808	817.768
576	162	4	2008	2	48	16	9947.499	1289.145	15.8	16.188	2.4282	1	2.4282	4259	430.3637
577	163	1	2002	2	40	12	0	222.9288	6	8.094	1.6188	1	0.8094	3151	390.2322
578	164	1	2002	2	68	1	0	162.5441	4.6	16.188	4.8564	0	0	3105	309.2025
579	164	2	2004	2	70	1	0	170.4411	5.8	5.6658	2.4282	0	0	2901	312.8123
580	164	4	2008	2	74	1	0	719.3115	4.6	8.094	4.047	1	4.047	3065	1088.993
581	165	1	2002	2	43	0	442.1111	285.0499	12.1	11.3316	7.2846	0	0	3380	638.1591
582	165	2	2004	2	45	0	0	791.2687	4.8	1.6188	0.8094	0	0	2787	706.4884
583	165	3	2006	2	47	0	0	228.4237	4.8	8.094	2.8329	1	2.8329	3031	622.2524
584	165	4	2008	2	49	0	0	1023.966	16.5	10.1175	1.2141	1	1.2141	2767	359.1496
585	166	1	2002	2	52	0	0	105.7971	7.2	9.3081	4.4517	0	0	3919	883.4485
586	166	2	2004	2	54	0	0	345.5106	8.2	8.9034	2.4282	0	0	2735	310.2953
587	166	3	2006	2	56	0	0	201.1244	2.8	10.1175	8.094	1	4.047	3790	503.1187
588	167	1	2002	2	63	0	0	184.5165	10.6	8.094	1.6188	0	0	2456	379.8486
589	167	2	2004	2	65	0	663.1666	143.9291	4.6	26.7102	1.2141	0	0	1738	354.4536
590	167	4	2008	2	69	0	0	285.6021	5	2.0235	1.2141	1	1.2141	3036	637.348
591	168	1	2002	2	46	15	596.85	153.7731	3.3	3.2376	1.2141	0	0	3042	693.7819
592	168	2	2004	2	48	15	663.1666	244.2747	4.2	5.6658	1.2141	0	0	2762	388.0755
593	169	1	2002	2	32	2	55.26389	92.08043	6.3	0.8094	0.8094	1	0.8094	2740	323.7974
594	169	2	2004	2	34	2	0	139.7605	2.8	6.4752	0.8094	0	0	2307	332.2496
595	170	1	2002	2	69	7	1901.078	254.9028	8.4	4.8564	1.112925	1	1.112925	3930	691.9574
596	170	2	2004	2	71	7	368.4259	173.7608	8.5	4.047	1.6188	0	0	2150	279.469
597	170	3	2006	2	73	7	1016.855	399.8458	5.7	5.2611	1.2141	1	1.2141	3415	457.9681
598	170	4	2008	2	75	7	3536.889	604.4623	7.3	5.6658	1.6188	1	1.6188	3834	757.5054
599	171	1	2002	2	49	16	0	799.9285	7.3	16.188	2.0235	1	1.2141	4388	1056.409
600	171	2	2004	2	51	16	552.6389	279.3088	4.3	4.4517	4.8564	1	2.4282	4389	441.9586
601	172	1	2002	2	45	10	221.0555	109.5883	7.4	4.047	1.41645	1	0.4047	3111	524.2714
602	172	2	2004	2	47	10	0	198.7166	7.8	2.8329	1.6188	0	0	2235	310.2774
603	172	3	2006	2	49	10	0	204.4324	7.6	2.8329	1.6188	1	1.6188	2968	437.206
604	172	4	2008	2	51	10	0	397.5576	6.2	2.8329	1.2141	1	1.2141	2622	602.1644
605	173	1	2002	2	50	10	2247.398	248.6664	11	11.7363	2.8329	0	0	2603	283.7318
606	173	2	2004	2	52	10	0	1260.497	5.1	12.141	2.0235	0	0	2171	460.0455
607	173	3	2006	2	54	10	921.0648	810.434	4.8	12.141	1.6188	1	1.6188	3713	569.601
608	173	4	2008	2	56	10	0	678.1315	5.2	12.141	0.48564	1	0.48564	3987	620.0963
609	174	1	2002	2	50	0	368.4259	287.0743	4.8	3.6423	3.2376	0	0	2435	341.1335
610	174	2	2004	2	52	0	0	396.1422	5.6	14.1645	1.2141	0	0	2348	296.9693
611	175	1	2002	2	50	5	0	80.50882	4.2	1.6188	0.8094	0	0	3582	241.0842
612	175	2	2004	2	52	5	0	231.5371	5.2	4.8564	1.2141	0	0	2173	374.0752
613	176	1	2002	2	30	16	276.3194	142.4468	6	6.0705	2.0235	0	0	3118	301.3698
614	176	2	2004	2	32	16	405.2685	244.0996	3.2	3.6423	0.4047	0	0	2835	532.4518
615	177	1	2002	2	36	15	921.0648	343.7997	7.3	12.5457	0.4047	1	0.4047	3624	606.4723
616	177	2	2004	2	38	15	0	336.3802	7.9	12.5457	2.0235	1	2.0235	3100	311.3288
617	177	3	2006	2	40	15	5157.962	859.2894	8.1	12.5457	2.4282	1	2.4282	4498	1088.492
618	177	4	2008	2	42	15	9210.647	1139.099	7.3	12.5457	0.8094	1	0.8094	3632	813.2213
619	178	1	2002	2	45	10	0	719.7374	5.3	0	4.047	1	2.0235	4527	1053.561
620	179	1	2002	2	50	12	0	941.7316	3.8	0	2.0235	1	2.0235	3663	1183.637
621	180	1	2002	2	50	10	92.10648	280.8207	4.6	4.047	1.2141	0	0	2667	616.4586
622	181	1	2002	2	60	0	46.05324	197.3738	5.4	2.0235	1.2141	0	0	2891	706.1698
623	181	2	2004	2	62	0	0	145.5662	8.1	4.8564	0.8094	0	0	2056	231.9032
624	182	1	2002	2	40	5	331.5833	287.4436	4.6	3.2376	1.6188	0	0	3444	694.6214
625	182	2	2004	2	42	5	221.0555	278.6331	5.2	5.05875	0.60705	0	0	3740	1609.044
626	183	1	2002	2	40	10	0	278.5392	2.8	2.8329	0.8094	0	0	3392	275.5154
627	183	2	2004	2	42	10	1989.5	415.8708	6.6	8.9034	1.6188	0	0	3227	519.645
628	184	1	2002	2	55	12	884.2222	333.6069	5.2	4.047	2.0235	0	0	3213	513.0301
629	184	2	2004	2	57	12	0	213.4425	4.1	6.0705	1.2141	0	0	2103	565.3781
630	185	1	2002	2	60	0	442.1111	172.0353	6.7	1.6188	0.4047	0	0	3099	715.0027
631	185	2	2004	2	62	0	0	546.6576	10.3	16.188	5.6658	0	0	2914	410.9135
632	186	1	2002	2	41	10	176.8444	119.6143	5.1	2.0235	0.8094	0	0	2591	455.4673
633	186	2	2004	2	43	10	0	1995.597	7.6	30.3525	12.141	1	12.141	4244	1103.025
634	187	1	2002	2	65	5	1326.333	661.5585	12.5	28.329	1.6188	1	1.6188	3693	1244.805
635	187	3	2006	2	67	5	0	1381.785	16.1	24.282	8.094	1	8.094	3766	786.3207
636	188	1	2002	2	29	17	0	223.0717	8.2	12.141	2.4282	0	0	3485	940.6083
637	188	2	2004	2	31	17	0	256.4984	10.8	5.969325	1.2141	0	0	2085	230.9494
638	188	3	2006	2	33	17	0	229.7279	2.2	4.047	1.6188	1	1.6188	4495	785.5922
639	188	4	2008	2	35	17	0	313.1411	7.7	6.4752	2.4282	1	2.4282	4142	739.248
640	189	1	2002	2	36	10	552.6389	412.3086	6.4	4.047	3.2376	0	0	3110	866.7258
641	189	2	2004	2	38	10	0	188.1602	5.9	14.1645	2.0235	1	1.01175	3685	858.1433
642	189	3	2006	2	40	10	92.10648	301.0944	4.4	4.047	1.2141	1	1.2141	4420	1098.013
643	189	4	2008	2	42	10	921.0648	401.4228	4.6	4.047	2.0235	1	2.0235	3795	640.0457
644	190	1	2002	2	42	7	1326.333	274.7733	8.9	8.094	1.2141	0	0	3344	1013.465
645	190	2	2004	2	44	7	0	301.8039	4.5	28.329	12.141	1	12.141	3515	404.975
646	190	3	2006	2	46	7	921.0648	440.6847	6	8.9034	3.2376	1	3.2376	3242	489.0197
647	190	4	2008	2	48	7	7000.092	872.0231	6.1	8.094	3.2376	1	3.2376	4633	1066.443
648	191	1	2002	2	40	10	221.0555	237.9389	7.6	12.141	2.0235	0	0	3448	1029.269
649	191	2	2004	2	42	10	0	121.2199	8.5	8.094	1.6188	0	0	2825	150.9691
650	191	3	2006	2	44	10	0	432.1115	4.6	7.2846	0.8094	1	0.8094	4600	589.4988
651	191	4	2008	2	46	10	221.0555	625.1993	9.1	7.2846	1.2141	1	1.2141	3784	659.7092
652	192	1	2002	2	35	7	0	123.6544	6.2	4.8564	2.4282	0	0	2486	451.6283
653	192	2	2004	2	37	7	0	320.9413	6.8	4.8564	1.6188	1	1.6188	3456	447.1163
654	193	1	2002	2	35	10	0	135.3416	7.1	4.047	4.047	0	0	2426	550.7783
655	194	1	2002	2	45	0	128.9491	490.5622	5.1	0	2.4282	1	1.2141	4199	1516.33
656	195	1	2002	2	45	0	0	615.5109	4.3	0	3.2376	0	0	2431	511.3957
657	196	1	2002	2	60	0	0	382.2322	5.6	0	2.0235	0	0	3884	1335.408
658	197	1	2002	2	45	7	0	353.057	5.9	0	1.2141	0	0	3822	1615.558
659	198	1	2002	2	50	2	184.213	565.9007	5.6	0	1.6188	0	0	3795	1801.553
660	199	1	2002	2	50	7	0	486.2536	6.1	0	4.047	1	2.0235	3261	826.8201
661	200	1	2002	2	50	10	0	208.0427	3.4	0	2.0235	1	2.0235	4692	844.8871
662	202	1	2002	2	45	0	0	239.2922	3.6	0	3.2376	1	0.4047	4383	2110.512
663	202	2	2004	2	47	0	0	152.633	3.5	4.8564	3.2376	0	0	2387	713.1755
664	202	3	2006	2	49	0	0	357.6493	4.4	0	2.4282	1	2.4282	2825	608.9298
665	203	1	2002	2	45	7	0	249.4887	4.6	0	4.047	1	1.2141	4604	2063.089
666	203	2	2004	2	47	7	0	233.106	4.4	6.0705	4.4517	1	4.4517	3257	1079.511
667	203	3	2006	2	49	7	0	887.9244	1.8	0	4.047	1	4.047	4644	1832.193
668	203	4	2008	2	51	7	0	546.8037	1.8	0	2.0235	1	2.0235	4249	1460.017
669	204	1	2002	2	45	10	0	142.0599	8.1	0	1.6188	0	0	2351	487.4547
670	204	2	2004	2	47	10	0	137.7444	4.1	4.047	0.8094	0	0	1758	283.6854
671	205	1	2002	2	65	7	0	135.835	5.7	8.094	0.8094	0	0	2341	419.9643
672	205	2	2004	2	67	7	0	1234.379	4.4	4.8564	3.2376	1	1.6188	3589	389.8643
673	205	3	2006	2	69	7	368.4259	293.969	4	4.047	4.047	1	4.047	3332	521.3226
674	205	4	2008	2	71	7	0	352.2687	1.8	4.4517	8.094	1	8.094	3961	482.0982
675	206	1	2002	2	38	5	0	145.1656	5.9	0	2.4282	0	0	3122	1488.834
676	206	2	2004	2	40	5	0	743.3379	1.8	2.63055	1.82115	1	1.2141	4243	1598.677
677	206	3	2006	2	42	5	0	457.8367	1.8	0	2.8329	1	2.8329	3870	967.5978
678	206	4	2008	2	44	5	0	540.9125	1.8	0	3.2376	1	3.2376	4369	1718.103
679	207	1	2002	2	30	10	0	86.28094	7.4	4.047	0.8094	0	0	1796	362.7367
680	207	2	2004	2	32	10	0	325.5662	4	4.047	1.6188	0	0	3244	522.5963
681	208	1	2002	2	45	0	0	103.797	7.1	0	1.2141	0	0	1915	344.8441
682	208	2	2004	2	47	0	0	822.874	1.8	16.188	6.0705	1	1.6188	2840	538.2186
683	209	1	2002	2	32	7	0	129.565	6.8	0	2.0235	0	0	3428	1844.015
684	209	3	2006	2	36	7	0	481.835	4	0	4.047	0	0	2809	676.9048
685	209	4	2008	2	38	7	0	400.4111	4.6	0	4.047	1	4.047	3329	962.92
686	210	1	2002	3	45	5	128.9491	275.5827	3.7	1.6188	0.4047	0	0	2040	709.6915
687	210	2	2004	3	47	5	184.213	391.1437	3.6	2.4282	1.6188	1	1.6188	2757	385.4069
688	210	3	2006	3	49	5	0	801.9489	2.6	1.6188	2.8329	1	2.8329	4228	1290.764
689	210	4	2008	3	51	5	0	804.3787	2.6	1.6188	2.4282	1	2.4282	4644	1366.53
690	211	1	2002	3	27	10	736.8518	176.7255	2.8	0.8094	2.0235	1	0.4047	3180	866.6
691	212	1	2002	3	40	0	663.1666	230.5704	3.5	7.2846	3.6423	0	0	2395	943.1387
692	212	2	2004	3	42	0	0	311.9751	5	4.047	2.4282	1	2.4282	3049	883.9486
693	212	3	2006	3	44	0	1289.491	236.8338	4.8	7.6893	4.047	1	4.047	3911	755.8844
694	212	4	2008	3	46	0	386.8472	385.7483	6.3	7.2846	5.2611	1	5.2611	3417	602.3232
695	213	1	2002	3	50	2	368.4259	337.7349	2.8	2.8329	1.2141	0	0	2407	1030.699
696	213	2	2004	3	52	2	0	248.829	3.6	2.4282	1.2141	1	1.41645	2813	517.6821
697	213	3	2006	3	54	2	0	478.7587	4.4	2.4282	1.2141	1	1.2141	2912	934.8854
698	213	4	2008	3	56	2	0	652.8954	2.6	2.8329	1.6188	1	1.6188	4483	1140.494
699	214	1	2002	3	55	0	331.5833	646.1978	4.2	6.0705	2.4282	1	0.60705	3439	970.0156
700	214	2	2004	3	57	0	515.7963	594.3247	4	3.2376	1.6188	1	1.6188	3449	689.6157
701	215	1	2002	3	36	7	0	450.8309	3.6	3.2376	3.2376	0	0	2766	727.1361
702	215	2	2004	3	38	7	147.3704	1052.797	1.8	4.8564	1.6188	1	1.6188	4003	1725.919
703	215	3	2006	3	40	7	0	1229.481	3.5	3.2376	1.6188	1	1.6188	4290	1037.911
704	215	4	2008	3	42	7	27.66879	2456.405	1.8	2.8329	4.047	1	4.047	4371	1232.893
705	216	1	2002	3	38	5	0	182.792	4.3	5.2611	2.0235	0	0	2856	1039.422
706	216	2	2004	3	40	5	0	464.4839	3.7	6.0705	3.2376	1	0.8094	4047	1709.102
707	216	3	2006	3	42	5	0	970.8793	3.6	4.8564	3.2376	1	3.2376	3278	545.163
708	216	4	2008	3	44	5	1842.13	824.2667	3.6	5.2611	3.6423	1	3.6423	4477	1363.214
709	217	1	2002	3	55	2	607.9027	869.0767	2.6	5.2611	0.4047	0	0	2591	352.401
710	217	2	2004	3	57	2	0	459.2087	3.6	2.22585	1.82115	1	0.8094	3323	640.5717
711	217	3	2006	3	59	2	0	381.6595	4.6	1.2141	1.2141	1	1.2141	2074	575.8433
712	217	4	2008	3	61	2	73.68518	707.3076	3.6	1.6188	0.4047	1	0.4047	3326	647.7847
713	218	1	2002	3	22	0	0	173.6048	3.6	2.0235	2.0235	0	0	1704	344.8375
714	218	2	2004	3	24	0	0	222.4723	4.4	3.43995	2.22585	1	1.2141	3141	920.4495
715	218	3	2006	3	26	0	0	401.664	2.8	2.4282	3.2376	1	3.2376	4224	876.2928
716	218	4	2008	3	28	0	0	398.9256	5.2	2.22585	3.03525	1	3.03525	3186	674.2429
717	219	1	2002	3	31	3	0	206.1567	3.5	2.0235	1.6188	1	0.4047	3741	402.8882
718	219	2	2004	3	33	3	0	175.2956	3.1	4.047	2.8329	1	2.0235	3322	675.0109
719	219	3	2006	3	35	3	0	264.0792	3.7	2.0235	3.2376	1	3.2376	3214	820.8032
720	219	4	2008	3	37	3	0	429.08	3.1	2.0235	3.2376	1	3.2376	3748	718.8083
721	220	1	2002	3	35	1	0	854.5178	2.5	8.094	6.0705	1	0.8094	3333	563.9897
722	220	2	2004	3	37	1	0	359.2451	4.4	8.094	0.4047	1	2.0235	2196	465.901
723	220	3	2006	3	39	1	0	318.4812	3.4	8.094	5.6658	1	5.6658	3052	909.9818
724	220	4	2008	3	41	1	0	851.4666	3.6	8.094	6.0705	1	6.0705	4127	1187.747
725	221	1	2002	3	29	3	128.9491	251.2085	3.1	4.047	1.6188	0	0	1944	469.2164
726	221	2	2004	3	31	3	82.89583	260.0091	4.1	1.82115	1.82115	1	0.8094	2481	410.6173
727	221	3	2006	3	33	3	0	231.4279	4.2	8.094	2.0235	1	2.0235	2461	532.4736
728	221	4	2008	3	35	3	0	914.5149	3.3	3.2376	2.4282	1	2.4282	3924	1405.712
729	222	1	2002	3	33	9	128.9491	449.7753	6.1	9.7128	5.2611	1	0.8094	3811	765.9847
730	222	2	2004	3	35	9	92.10648	254.0635	5.6	8.9034	5.6658	1	3.2376	2887	716.4088
731	222	3	2006	3	37	9	0	426.6247	4.7	8.9034	4.047	1	4.047	3871	462.9218
732	222	4	2008	3	39	9	0	562.9767	5.8	8.9034	4.4517	1	4.4517	3984	1093.337
733	223	1	2002	3	30	2	265.2667	528.6647	3.7	0.4047	1.6188	1	0.8094	3135	420.423
734	223	2	2004	3	32	2	55.26389	140.6808	5.8	2.0235	1.6188	0	0	1906	463.8885
735	224	1	2002	3	35	5	368.4259	416.19	3.3	2.4282	3.2376	0	0	2025	633.849
736	225	1	2002	3	24	12	0	853.0858	3	6.0705	0.8094	0	0	3136	1053.59
737	225	2	2004	3	26	12	368.4259	245.407	5.2	0	1.2141	1	1.2141	1923	389.7473
738	225	3	2006	3	28	12	0	265.4823	2.5	4.047	0.8094	1	0.8094	2282	746.8827
739	225	4	2008	3	30	12	184.213	339.471	3.3	4.047	1.2141	1	1.2141	1958	575.095
740	226	1	2002	3	32	0	0	162.2585	3.8	2.8329	2.0235	0	0	2038	492.1382
741	226	2	2004	3	34	0	552.6389	237.226	3.7	2.63055	2.0235	1	0.4047	2732	563.3414
742	226	3	2006	3	36	0	0	437.1486	4	2.0235	1.41645	1	1.41645	3422	1194.927
743	226	4	2008	3	38	0	0	419.0023	4.2	1.41645	1.6188	1	1.6188	3283	873.0767
744	227	1	2002	3	40	0	0	111.8471	5.8	1.2141	2.8329	0	0	1567	177.3618
745	227	2	2004	3	42	0	165.7917	191.7235	4.3	2.4282	1.6188	0	0	1476	216.8195
746	227	3	2006	3	44	0	0	273.7512	6.1	1.2141	3.2376	1	3.2376	3013	604.9905
747	227	4	2008	3	46	0	0	290.4774	5	0	3.2376	1	3.2376	2740	599.8834
748	228	1	2002	3	27	5	0	345.8898	6.6	3.6423	2.0235	0	0	3178	814.5875
749	228	2	2004	3	29	5	36.84259	296.9986	2.4	20.235	0.60705	1	0.60705	3259	828.1454
750	228	4	2008	3	33	5	0	1127.751	1.8	2.0235	0.8094	1	0.8094	3585	941.653
751	229	1	2002	3	40	5	386.8472	374.0829	4.2	0.20235	0.303525	0	0	2365	523.5245
752	229	2	2004	3	42	5	1657.917	613.112	2.8	2.0235	1.6188	1	0.8094	3294	397.6696
753	229	3	2006	3	44	5	0	406.2784	4.3	0.4047	0.8094	1	0.8094	2507	432.6273
754	229	4	2008	3	46	5	221.0555	1146.716	3.6	0.8094	0.8094	1	0.8094	2635	617.6771
755	230	1	2002	3	25	5	0	175.9376	4	1.6188	0.8094	0	0	2594	718.8184
756	230	2	2004	3	27	5	0	726.8911	2.4	2.0235	0.8094	0	0	2981	962.1871
757	230	3	2006	3	29	5	0	547.2753	2.5	1.2141	1.2141	1	1.2141	3596	873.5922
758	230	4	2008	3	31	5	0	1248.266	2.5	1.2141	1.6188	1	1.6188	3707	1057.276
759	231	1	2002	3	40	5	184.213	573.9023	1.8	0.8094	0.8094	0	0	3193	834.7683
760	231	2	2004	3	42	5	276.3194	337.8809	3.7	2.0235	0.8094	1	0.8094	1833	308.313
761	231	3	2006	3	44	5	0	380.0989	3.6	3.2376	1.6188	1	1.6188	3800	1098.158
762	231	4	2008	3	46	5	331.5833	363.4996	2.6	1.6188	1.6188	1	1.6188	3181	882.8845
763	232	1	2002	3	48	4	552.6389	206.4013	4.4	2.8329	1.01175	0	0	2856	616.1848
764	232	2	2004	3	50	4	0	352.035	4.6	3.2376	1.6188	1	1.6188	3168	709.4196
765	232	4	2008	3	54	4	0	403.3091	4.4	1.6188	1.6188	1	1.6188	2234	644.4921
766	233	1	2002	3	45	9	2763.194	1335.314	1.8	3.2376	0.8094	0	0	3590	1372.672
767	233	2	2004	3	47	9	0	805.6844	1.8	4.047	1.6188	1	1.6188	3570	1087.257
768	233	3	2006	3	49	9	0	202.3611	3.4	4.047	2.0235	1	2.0235	2048	616.4954
769	233	4	2008	3	51	9	442.1111	680.9727	1.8	4.047	1.6188	1	1.6188	3474	786.053
770	234	1	2002	3	65	15	0	2163.73	1.8	8.094	4.047	1	0.8094	4555	1729.094
771	234	3	2006	3	69	15	0	1208.005	3.4	8.094	4.047	1	4.047	3623	1196.532
772	235	1	2002	3	46	5	921.0648	641.5388	5.3	24.282	2.0235	1	1.6188	3254	1029.138
773	235	2	2004	3	48	5	3315.833	3157.276	3.6	2.8329	1.2141	1	1.2141	4355	1491.741
774	235	3	2006	3	50	5	921.0648	2024.492	5.9	12.141	2.8329	1	2.8329	3899	971.9152
775	235	4	2008	3	52	5	0	867.5558	4	8.094	2.0235	1	2.0235	3926	1247.547
776	236	1	2002	3	32	0	0	484.5302	9.1	7.48695	4.047	1	0.4047	2523	742.5388
777	236	2	2004	3	34	0	1197.384	520.6276	9	10.1175	5.86815	1	1.2141	4144	1541.739
778	236	3	2006	3	36	0	0	623.2067	3.4	2.0235	1.2141	1	1.2141	4027	1180.188
779	237	1	2002	3	40	10	921.0648	730.151	9.8	12.141	4.047	1	1.2141	4251	1144.042
780	237	2	2004	3	42	10	0	692.301	12.5	11.3316	5.6658	1	4.047	3626	1915.198
781	237	3	2006	3	44	10	0	1184.787	7.4	12.141	6.0705	1	6.0705	3802	1335.488
782	237	4	2008	3	46	10	921.0648	454.6628	3	4.047	0.8094	1	0.8094	3361	1149.735
783	238	1	2002	3	35	2	0	167.1317	2.2	0.8094	0.8094	0	0	2646	821.3425
784	238	2	2004	3	37	2	0	240.8595	2.8	5.46345	4.8564	0	0	3048	745.4938
785	238	4	2008	3	41	2	0	356.2898	3.7	0.60705	0.8094	1	0.8094	2651	636.662
786	239	1	2002	3	50	2	0	361.0341	4	4.047	2.0235	0	0	3588	1386.944
787	239	2	2004	3	52	2	0	1221.889	2.8	6.0705	1.6188	0	0	2355	778.8498
788	239	3	2006	3	54	2	0	776.0137	2.8	6.0705	2.0235	1	2.0235	3543	1103.277
789	239	4	2008	3	56	2	110.5278	760.7721	4.3	6.0705	2.63055	1	2.63055	3812	1377.161
790	240	1	2002	3	50	10	0	410.6689	2.8	9.3081	0.8094	0	0	3171	1353.33
791	240	2	2004	3	52	10	1178.963	1610.232	1.8	2.8329	1.6188	0	0	3106	1009.828
792	240	3	2006	3	54	10	0	1639.592	2.6	4.047	1.2141	1	1.2141	4310	1905.745
793	240	4	2008	3	56	10	0	794.0837	4.3	2.0235	2.0235	1	2.0235	2220	469.6445
794	241	1	2002	3	50	0	505.9593	136.2686	7.3	0.8094	0.4047	0	0	1660	222.2883
795	241	2	2004	3	52	0	143.6861	170.3274	8.4	2.0235	1.41645	0	0	2073	401.7712
796	241	4	2008	3	56	0	0	1114.866	2.5	0.60705	1.2141	1	1.2141	4466	1299.202
797	242	1	2002	3	32	5	921.0648	184.9282	5.1	4.047	1.6188	0	0	2362	776.5945
798	242	2	2004	3	34	5	0	197.8551	5.1	0.8094	0.8094	0	0	2126	373.4825
799	242	3	2006	3	36	5	0	406.2739	3.6	3.2376	0.8094	1	0.8094	3355	1131.432
800	243	1	2002	3	35	5	0	724.8995	3.6	8.094	4.047	0	0	3160	1390.227
801	243	2	2004	3	37	5	0	681.537	4.2	8.094	3.6423	1	1.2141	4209	1418.162
802	244	1	2002	3	37	10	552.6389	322.0008	4	3.6423	1.01175	1	0.8094	3831	1160.479
803	244	2	2004	3	39	10	464.2166	668.0764	3	2.8329	0.8094	1	0.8094	3489	649.2388
804	244	3	2006	3	41	10	663.1666	665.28	3.2	1.01175	1.01175	1	1.01175	4377	1415.262
805	244	4	2008	3	43	10	795.7999	831.3262	4.1	2.8329	1.01175	1	1.01175	3239	708.5979
806	245	1	2002	3	38	0	663.1666	160.3406	3.1	0.60705	0.60705	1	1.6188	3757	781.8879
807	245	2	2004	3	40	0	55.26389	172.4875	3.2	2.22585	1.6188	1	0.8094	3009	469.2322
808	245	4	2008	3	44	0	368.4259	184.0729	2.3	0.4047	0.4047	1	0.4047	3354	736.4962
809	246	1	2002	3	35	15	0	152.5975	3.7	1.6188	0.4047	0	0	2929	870.3493
810	246	2	2004	3	37	15	18.4213	154.1883	3.8	1.6188	0.8094	1	0.4047	2322	804.0052
811	246	3	2006	3	39	15	0	226.9395	3.9	2.0235	0.8094	1	0.8094	2523	539.4636
812	246	4	2008	3	41	15	0	432.6498	4	2.0235	1.2141	1	1.2141	2238	700.2849
813	247	1	2002	3	30	10	276.3194	271.3788	3.2	2.0235	1.6188	1	0.60705	3808	1171.43
814	247	2	2004	3	32	10	0	207.2078	3.2	3.6423	1.6188	1	0.4047	3560	871.8337
815	247	3	2006	3	34	10	0	467.9784	3.3	2.0235	2.0235	1	2.0235	4316	1136.309
816	248	1	2002	3	40	0	0	255.5109	4.4	1.82115	0.8094	1	0.4047	3302	862.3769
817	248	2	2004	3	42	0	460.5324	155.2329	5.4	1.82115	0.8094	1	0.4047	2783	606.5747
818	248	3	2006	3	44	0	0	492.5118	3.6	2.0235	0.8094	1	0.8094	3116	1164.072
819	249	1	2002	3	23	10	184.213	234.92	2.2	0.8094	1.6188	1	0.60705	4036	1006.219
820	249	3	2006	3	27	10	0	461.5471	2.8	1.2141	0.8094	1	0.8094	4551	1442.128
821	249	4	2008	3	29	10	0	415.8937	3.1	1.2141	1.2141	1	1.2141	3728	790.5541
822	250	1	2002	3	30	10	0	205.1703	2.4	0.8094	0.4047	0	0	3026	1016.161
